323.9463535053988, 311.1737450766857, 191.3797361904217, 355.2351361118882, 188.25080083550023, 165.57278693263794, 378.8857327219156, 478.27889879537776, 457.9107102418276, 6.748469540066971
148.0364919039185, 138.40878597869988, 447.27358564403863, 248.40165007828986, 451.96502256201035, 191.53401338139702, 123.67878352896622, 487.1270135171888, 150.24770789457287, 346.46662120799755
451.97511334804227, 222.0051745813317, 440.2195588705548, 385.4694273400811, 453.86635094680435, 321.7475825032941, 60.80927040620765, 32.695799331668496, 99.37121801049193, 365.70638801195315
374.25712692458814, 423.9394764774877, 78.36470528371319, 354.71201380309117, 451.5669655466548, 122.85905115078988, 201.40881264997907, 450.8813436218254, 14.610944709579021, 246.71958023875106
151.1442738952431, 102.10594483703933, 398.96786966684334, 169.2667282603152, 454.74962302574556, 244.80016421259316, 321.9554762847868, 146.5084324737877, 0.4567614231044681, 45.52880725622094
373.86939260427005, 342.2848421056331, 234.34532460780454, 473.3795762981406, 63.55213517862629, 92.924363150943, 48.933051054818264, 434.13633883672236, 475.1143317802414, 85.9941548363744
247.8565504658339, 69.11173865065933, 49.13123289827603, 328.5004640833226, 398.49666416803365, 12.71431729242023, 336.00643322406785, 437.9630767122894, 384.4503696674054, 256.5897307550065
243.20736645280704, 75.24988781177666, 253.37885512707987, 333.69549800379747, 290.6206737754904, 144.43706492060537, 283.4727049384697, 113.18511779795848, 156.02043169013828, 437.09549469358086
117.98439410609745, 321.4365401981017, 86.28970121518836, 246.64840059652764, 345.78276047373583, 151.2693627233796, 141.64464636471686, 481.94621950889746, 234.89169237285685, 294.31321318354037
302.76446480035025, 259.6228987597187, 224.98686520113642, 93.76404127196231, 455.5300897449035, 102.84231882289568, 166.5858585490264, 303.3936647327243, 71.80183058796524, 22.0831016037078
